booking_id,customer_id,customer_name,customer_segment,customer_signup_date,customer_home_city,customer_loyalty_tier,property_id,property_name,property_city,property_star_rating,property_type,property_total_rooms,booking_date,checkin_date,checkout_date,room_type,num_rooms,nights,booking_channel,adr,discount_amount,coupon_code,total_amount,payment_method,booking_status,review_rating,review_date
105518,579,Customer_579,Corporate,2022-06-21,Goa,Platinum,27,Saffron Residency,Pune,3,Mid-Range,80,2024-05-23,2024-06-17,2024-06-17,Deluxe,1,1,Corporate Portal,4913.88,0.0,,4913.88,Net Banking,No-Show,,
105526,748,Customer_748,Corporate,2023-03-01,Jaipur,None,5,Hilltop Inn,Chennai,5,Budget,60,2024-11-09,2024-12-04,2024-12-03,Deluxe,3,2,Corporate Portal,2822.65,1880.79,FEST15,15055.11,Debit Card,Completed,,
105549,655,Customer_655,Corporate,2022-10-05,Udaipur,Platinum,45,Cedar Heights,Udaipur,3,Budget,120,2022-07-15,2024-11-03,2024-11-03,Suite,2,4,Corporate Portal,6736.25,9233.95,SAVE10,44656.05,Credit Card,Completed,3.0,2024-11-06
105560,289,Customer_289,Individual,2023-08-20,Delhi,None,17,Indigo Palace,Udaipur,3,Budget,100,2024-03-31,2024-06-29,2024-06-29,Deluxe,1,4,Corporate Portal,3473.26,1046.89,WELCOME,12846.15,Debit Card,Completed,,
105585,377,Customer_377,Individual,2023-08-27,Delhi,None,5,Hilltop Inn,Chennai,5,Budget,60,2024-01-27,2024-02-03,2024-02-02,Standard,1,4,Direct Website,2038.71,1576.52,FEST15,6578.32,Debit Card,Cancelled,,
105589,41,Customer_41,Individual,2023-07-05,Pune,Gold,23,Sapphire Retreat,Goa,2,Luxury,60,2024-02-29,2024-03-15,2024-03-15,Standard,1,5,Travel Agent,17921.76,0.0,,89608.8,Net Banking,Completed,5.0,2024-03-28
105679,418,Customer_418,Individual,2022-10-06,Kochi,Gold,50,Jade Palace,Chennai,5,Premium,60,2024-07-08,2024-09-06,2024-09-06,Standard,1,5,Corporate Portal,6807.99,3490.89,APPDEAL,30549.06,Net Banking,Completed,1.0,2024-09-23
105735,456,Customer_456,Corporate,2022-10-30,Manali,None,26,Mango Courtyard,Mumbai,2,Budget,60,2024-10-09,2024-11-03,2024-11-03,Deluxe,3,3,Direct Website,5084.79,4951.08,SAVE10,40812.03,UPI,Completed,7.0,2024-11-18
105863,536,Customer_536,Individual,2023-04-28,Jaipur,None,4,Sea Breeze Resort,Goa,4,Mid-Range,80,2024-01-22,2024-02-06,2024-02-05,Standard,1,3,OTA,6728.33,0.0,NONE,20184.99,Debit Card,Completed,5.0,2024-02-09
105968,567,Customer_567,Individual,2022-06-11,Chennai,Gold,53,Saffron Heights,Chennai,3,Luxury,150,2024-07-03,2024-07-10,2024-07-09,Standard,1,2,Travel Agent,14915.96,4749.97,SAVE10,25081.95,Net Banking,Completed,4.0,2024-07-17
105980,434,Customer_434,Individual,2023-06-02,Bangalore,None,25,Tusker Stay,Pune,2,Mid-Range,60,2024-03-15,2024-04-24,2024-04-24,Standard,1,2,Corporate Portal,4371.59,0.0,,8743.18,UPI,Cancelled,,
